0;4.125;0.001;4.104
3;7.23;0.001;2.213
6;11.346;0.001;1.231
9;15.883;0.001;0.46
12;19.287;0.001;0.116
15;24.06;0.001;0.077
18;28.458;0.001;0.051
21.285;41.096;0.001;0.001
24.305;49.786;0.001;0.001
27.838;62.168;0.001;0.001
31.293;72.613;0.001;0.001
34;79.638;0.001;0.105
36.069;88.492;0.001;0.085
37.96;90.282;0.001;0.213
40.016;95.778;0.001;0.146
