0.000;4.125;0.001;4.104;0.0024
3.000;7.230;0.001;2.213;0.0024
6.000;11.346;0.001;1.231;0.0024
9.000;15.883;0.001;0.460;0.0024
12.000;19.287;0.001;0.116;0.0024
15.000;24.060;0.001;0.077;0.0024
18.000;28.458;0.001;0.051;0.0024
21.285;41.096;0.001;0.001;0.0024
24.305;49.786;0.001;0.001;0.0024
27.838;62.168;0.001;0.001;0.0024
31.293;72.613;0.001;0.001;0.0024
34.000;79.638;0.001;0.105;0.0024
36.069;88.492;0.001;0.085;0.0024
37.960;90.282;0.001;0.213;0.0024
40.016;95.778;0.001;0.146;0.0024
