0;4.04;0.001;3.95
3;7.83;0.001;2.35
6;14.14;0.001;1.87
9;23.74;0.001;1.1
12;34.6;0.001;2.7
15;46.46;0.001;16.31
17.99;55.3;0.001;39.98
21.29;57.32;0.001;58.26
24.36;56.06;0.001;65.76
27.79;54.8;0.001;69.12
31.32;51.96;0.001;70.33
34;49.61;0.001;70.56
36.06;47.52;0.001;70.62
37.98;45.53;0.001;70.36
39.97;43.94;0.001;69.45
